term	hits	files	proposing_entries	inherited_lead	disposition
參學事畢	373	178	大徹大悟	"Literally, ""greatly penetrate and greatly awaken"": great thorough awakening. The phrase occurs 48 times in 30 allowlisted texts. It names an event or resulting qualification in biographies, appraisals, and questions. One record says that people of great thorough awakening have finished the matter of inquiry and afterward stayed by water and woods until pushed forward to address others (古人大徹大悟，參學事畢，且於水邊林下). A public exchange tests the qualification directly: one master says there is nobody of great thorough awakening in the hall; another asks, ""which one is not of great thorough awakening?"	SELECTED_NEXT500
無所住	370	145	無住	The direct Huineng definition, the Fayan public case, Shenhui's reply, and later comments are retained as distinct witnesses. 'Without a place to dwell' (無所住) occurs 370 times in 145 texts; 'not-dwelling as the root' (無住為本) occurs 44 times in 27; 'root of not-dwelling' (無住本) occurs 135 times in 64; and 'not-dwelling mind' (無住心) occurs 38 times in 30. Biographical occurrences where these two graphs form the name Wuzhu were excluded from semantic evidence.	UNREVIEWED_INVESTIGATION
劫前	370	143	劫外		UNREVIEWED_INVESTIGATION
祖祖相傳	369	160	傳燈		SELECTED_NEXT500
如何是禪	369	108	如何是道		SELECTED_NEXT500
精魂	365	156	弄精魂		UNREVIEWED_INVESTIGATION
出身之路	363	140	出身處		SELECTED_NEXT500
無消息	361	154	泥牛入海	"Literally, ""the clay ox enters the sea."" In the Chan record this impossible animal is repeatedly followed by an explicit report of lost trace or news: Lingyan Yuannri says, ""the three-legged donkey leaps into the sky; the clay ox enters the sea without a trace"" (三脚驢兒跳上天，泥牛入海無蹤跡), and another verse has ""the clay ox enters the sea with no news; the wooden horse neighs into the wind and cannot be pursued back"" (泥牛入海無消息，木馬嘶風趁不回). It also appears as an answer: when Baiyun Zhizuo is asked, ""what is the eye inside a skull?"	UNREVIEWED_INVESTIGATION
啐啄	357	93	啐啄同時		SELECTED_NEXT500
宗匠	351	154	宗師		SELECTED_NEXT500
至道無難	350	126	分疏不下		SELECTED_NEXT500
偏正	346	115	明暗、賓中主、賓主	The paired roles of guest and host in a face-to-face meeting. The stock verdict 'guest and host stand out distinctly' (賓主歷然) states that the roles are distinct. Fixed forms carry the same pair across the records: Linji's 'guest-host phrase' (賓主句), 'one shout distinguishes guest and host' (一喝分賓主), and Zhaozhou's 'no-guest-no-host story' (無賓主話). Caodong records deploy the pair positionally in 'guest and host exchange places' (賓主互換), pair it with bent and upright (偏正), and expand it into host-within-guest, guest-within-host, host-within-host, and guest-within-guest. Linji's named 'four guest-and-host' (四賓主) is a taxonomy built from this same pair; the added graph 'four' names that lexical object, which has its own entry. It does not give the base pair a second referent.	SELECTED_NEXT500
入門便棒	342	133	棒喝	"A fixed compound pairing (棒), the stick/blow associated with Deshan Xuanjian (德山棒), and (喝), the shout associated with Linji Yixuan (臨濟喝) — (德山棒)、(臨濟喝). In the records: 'as soon as a monk enters the gate, Deshan hits, Linji shouts' (德山入門便棒／臨濟入門便喝); after Linji 'came forth, he taught only with stick and shout' (唯以棒喝示徒). The stock phrase is (棒喝交馳) ('blows and shouts flying back and forth'), glossed (令你捫摸不入)、(插足不得) ('leaving you no finger-hold and no foot-hold'). The records also turn the term against its own use: 'call it ""stick-and-shout"" and you drop into hell like an arrow' (喚作棒喝，入地獄如箭); warnings against 'blind stick and wild shout' and against 'coarse fellows who talk up Linji and do nothing but stick-and-shout' (專事棒喝). A late verse headed (勉謬行棒喝者) ('exhortation to those who wrongly go about with stick-and-shout') states each component's job in so many words — (棒須劈破有無見)，(喝要澄空迷悟情) ('the stick must split apart views of being and non-being; the shout must clear out the passions of delusion and awakening') — and ends by naming the practitioner: (棒頭喝下如親切)，(是則名為棒喝人) ('when at the stick's head and under the shout it is as if intimate, such a one is then named a stick-and-shout person', J39nB447). The corrective deployments continue: (為謬認棒喝者呵斥棒喝) ('for those who wrongly take stick-and-shout he rebukes stick-and-shout', J36nB359), and (至有纔著袈裟便行棒喝者)。"	SELECTED_NEXT500
無滅	342	127	無生	"Counted forms: ""originally unborn"" (本無生), 326; ""endurance concerning no arising"" (無生法忍), 217; ""unborn and unextinguished"" (無生無滅), 92. The longer compounds are translated literally and not assumed to control every bare-headword occurrence. Personal names containing the graphs are excluded when context identifies a person."	UNREVIEWED_INVESTIGATION
鐵鎚	337	122	無孔鐵鎚	Literally, “an iron hammer without a hole.” The phrase occurs 256 times in 108 allowlisted texts. The missing hole is the missing eye by which a hammer head takes its handle; the records repeatedly deploy the resulting solid object as an image of something with no entry point. It appears in similes—“water cannot wet it and wind cannot enter it, like a holeless iron hammer” (水灑不著，風吹不入，如箇無孔鐵鎚相似)—and as a direct answer to “What thing can heaven not cover and earth not support? | ” Later comments apply the same object-image to answers and exchanges, including “a holeless iron hammer driving in a wedge again” (無孔鐵鎚重下楔). These are uses of the object-image, distinct from passages that directly call people holeless iron hammers.	UNREVIEWED_INVESTIGATION
透網	332	147	透網金鱗	” (透網金鱗未審以何為食); Xuefeng replies that he will tell him after he comes out of the net. Yuanwu’s prose supplies the corpus’s direct definition: “only with an eye at the crown is one called a golden-scaled fish through the net” (頂門有眼方謂之透網金鱗). The image then becomes an appraisal of monks: one teacher hails a monk as “excellent—a patch-robed monk, a golden-scaled fish through the net” (俊哉衲子，透網金鱗), while later interviews ask why such a fish is still held up by water. | The Zen deviation is the fish-and-net image functioning as a public question and a teacher’s appraisal of a monk, with the Blue Cliff Record's explicit crown-eye formula. The fish, the case question, and later appraisals refer to the same corpus image; they are deployment shapes rather than separate senses. In the family check, “golden-scaled fish” (金鱗) is broader, while “through the net” (透網) supplies the defining escaped-net morphology.	UNREVIEWED_INVESTIGATION
洗鉢	332	79	淨瓶		UNREVIEWED_INVESTIGATION
一念萬年	330	158	休去歇去、寒灰	"A doubled imperative: ""rest"" or ""stop"" (休去) and ""cease"" or ""settle"" (歇去): ""rest; cease,"" attested 123 times in 68 allowlisted texts. Shishuang's recorded sequence expands it: ""rest; cease; let one thought last ten thousand years; become cold ashes and a withered tree; become an incense burner in an old shrine; become one strip of white silk; become cold and still"" (休去歇去、一念萬年去、寒灰枯木去、古廟香爐去、一條白練去、冷秋秋地去). Yunfeng supplies a contrary sequence beginning ""do not rest and do not cease"" (不休不歇去), and a later speaker refuses both lists. Dahui reports people sitting slack-jawed and calling that ""resting and ceasing"" (一向嘴盧都地打坐，謂之休去歇去), in an extended criticism. Zhongfeng likewise reports people citing ""do not fantasize, put it down, old-shrine incense burner, rest and cease"" as evidence, and compares that use to waiting by a stump for a rabbit. Other records retain the literal instruction: a teacher says, ""from now on, rest; cease"" (自今以往，休去歇去), while Dafang Yin asks, ""why not rest and cease? | Counted companions: ""one thought for ten thousand years"" (一念萬年去), 115; ""cold and still"" (冷湫湫地去), 48; ""old-shrine incense burner"" (古廟香爐去), 72; ""do not rest and do not cease"" (不休不歇去), 5. Orthography varies between ""cold autumn-like"" and ""cold and still"" in witnesses. The sole late naming formula is excluded because its surrounding sentence applies the words to a different labeled expression, whereas the older imperatives and their recorded criticisms bear the headword directly. | Literally, ""cold ashes"" (寒灰). The term occurs 215 times in 112 allowlisted texts and can name actual ash that has gone cold: a sick-room verse places cold ash in a stove beside frost on a mat. Chan addresses use that same material image in several recorded formulas. It is commonly paired with ""dead wood"" (枯木). One discourse states, ""one thought for ten thousand years, cold ashes and dead wood—these are all still, sunken dead water"" (一念萬年，寒灰枯木，俱是靜沉死水). Earlier transmitted wording lists ""go like cold ashes and dead wood"" (寒灰枯木去) beside ""rest and cease"" and ""one thought for ten thousand years."" The records also say ""cold ashes burst into flame"" (寒灰發焰), and one seasonal discourse sets ""yesterday, cold ashes covered the ground"" against ""today, spring news fills the whole sky"" (昨日匝地寒灰，今朝普天春信). These are literal and image-bearing deployments of the same ash, not different lexical things. The entry reports the contrasts without deciding what the reversal signifies."	SELECTED_NEXT500
